iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
1000	3.22525	2.6747	0.71825	3.18405	0.568766	0.605522	0.0109193	1.62738	0.587764	2.13416	2.96211	0.175417	0.836786	0.546015	0.688824	0.448108	0.628813	0.41745	0.86106	0.901418	0.651249	0.0133212	0.394664	-0.948367	-2.86196	-0.90909	-0.768774	-3.17833	-0.317327	-0.631351	0.599485	-6.24855	-0.74491	-5.18513	-4.01014	3.60968	2.0268	-4.96079	1.81725	2.62756	3.9888	0.376686	-4.27512	2.82672	0.0300026	0.0658464	0.107793	0.0903752	0.0921634	0.278375	0.0626674	1.7847	1.84362	1.90276	0.374857	0.455905	0.358638	0.178195	0.178802	0.269202	0.986015	0.70294	2.82764	2.17155	3.65891	1.74985	-5.62786	-3.17751	3.02172	1.77782	-4.38172	2.51071	-2.79337	2.11867	0.374306	-1.40755	-2.81075	-0.708176	-0.852805	-3.69555	-0.292379	-0.125623	-0.458045	-5.94888	-0.970827	-5.26354	-3.71905	3.13426	2.00888	-4.40812	1.34756	-3.38148	3.70617	0.382597	-0.492624	-2.84664	-0.61943	-0.622875	-2.1143	-0.391328	-0.00281907	2.40757	-7.10772	-0.599696	-4.79731	-3.62269	3.70308	2.26578	-5.43258	1.45816	-2.62011	0.00686023	0.441762	-0.63464	-2.60319	-1.21195	-0.921063	-3.16946	-0.407948	-2.83687	-1.64544	-4.27384	-0.356117	-4.9541	-3.15738	3.89563	1.97377	-4.90193	0.502664	-2.90515	2.59103	0.212462	-0.831004	-2.91594	-1.26108	-0.702818	-3.79452	-0.395813	1.67863	0.894512	-6.77419	-0.388093	-1.200246e+02	-2.401278e+02	-3.601524e+02
1100	3.06365	1.14752	0.956111	1.78253	0.39727	0.982532	0.0698765	2.44544	1.84266	1.89878	2.85263	0.11435	0.697867	0.502905	0.583589	0.356077	0.798829	0.427706	0.267908	0.430272	0.586393	0.0124576	0.290601	-0.88171	-2.6424	-1.33642	-0.393256	-2.64314	-0.562883	-1.51865	-0.880103	-6.3643	-0.849431	-4.34513	-3.63326	3.06418	2.07244	-4.94499	-4.56779	-0.621153	2.03813	2.20226	-2.95839	4.0069	0.488874	0.0931114	0.0844865	0.0675657	0.119232	0.227467	0.0605121	1.77974	2.44632	1.46309	0.880733	0.074744	0.623947	0.0693457	0.452464	0.106691	0.775946	4.4351	3.9629	1.23064	0.82798	4.74713	-4.5081	-4.73002	2.86262	1.41254	-4.76924	2.25793	-2.83927	3.95509	0.270716	-0.851366	-2.61137	-1.14691	-0.434636	-3.21899	-0.603289	0.314246	0.589185	-6.45488	-1.17159	-4.1689	-4.63744	3.14881	2.52714	-5.3142	1.00819	-3.78273	4.59179	0.920355	-1.02114	-2.58102	-1.34093	-0.081403	-2.08277	-0.290335	-1.55536	-0.59025	-7.01299	-0.286476	-5.13692	-3.92127	2.90954	2.32738	-4.68514	1.53684	-2.99544	-0.353997	0.844732	-0.681169	-2.56257	-0.903368	-0.322896	-2.71973	-0.464674	-2.40459	-1.28091	-4.37407	-0.129089	-4.27898	-4.01071	3.19549	2.74859	-5.48452	1.11677	-2.87218	4.48724	0.146291	-1.4026	-2.28714	-1.26602	-0.431575	-3.55168	-0.564543	1.53375	0.713746	-5.50296	-0.562009	-1.281478e+02	-2.342551e+02	-3.624029e+02
1200	2.25991	1.08924	0.651162	3.02207	0.580478	0.48769	0.0446272	2.34418	0.742802	2.24295	3.16169	0.147853	0.889142	0.614172	0.61362	0.448976	0.801066	0.428567	0.435573	0.442442	0.623006	0.0195421	0.215646	-0.228019	-1.89205	-1.56553	-0.311465	-2.74256	0.194741	-0.492042	1.90414	-4.30943	-0.712804	-5.26186	-3.97657	2.56412	1.77257	-5.17725	4.31291	-2.65469	-1.1747	3.33704	-3.03644	-3.58905	0.0482971	0.0642522	0.0290886	0.0625191	0.104152	0.513757	0.414395	2.58971	2.74999	0.914631	0.279861	0.222594	0.415911	0.097399	0.159071	0.131301	1.3929	1.46567	2.66325	3.72355	1.6195	8.58085	-5.13337	-4.7588	3.10423	0.946717	-5.35277	1.38859	-2.60205	-3.36812	0.243078	-0.192723	-1.99757	-1.56291	-0.155462	-2.77323	0.0799519	-2.1988	2.60498	-5.79609	-0.670765	-5.29366	-4.48232	2.69109	2.53241	-4.99041	1.97524	-3.5846	4.48243	0.37272	-0.586819	-1.73934	-1.36553	-0.444165	-2.0937	-0.254393	-1.37555	-0.30311	-3.9314	-0.336326	-4.92011	-4.03942	2.7359	1.53137	-5.21083	1.58673	-2.03143	-1.62021	0.412905	0.378168	-1.75311	-1.19183	0.0427919	-3.37205	-0.561305	-2.01929	-1.36919	-4.72143	-0.657115	-3.99421	-4.75499	2.5081	1.34751	-5.34465	1.25748	-3.70297	-2.11736	0.571323	0.0191678	-1.90016	-1.36828	0.272474	-1.48573	-0.0556818	1.29427	1.17241	-6.38627	-0.853898	-1.343225e+02	-2.423496e+02	-3.766721e+02
1300	3.24116	3.22902	0.73872	2.25849	0.616138	0.278371	0.0344422	1.72419	0.648193	1.60658	3.15878	0.11437	0.659533	0.613778	0.579734	0.418295	0.796131	0.724927	0.345975	0.57732	0.711129	0.0107417	0.773701	-0.271919	-0.642772	-1.57467	0.136948	-3.10435	-0.322957	-3.79128	4.80749	-2.36747	-0.672583	-3.52827	-4.68677	2.4462	2.13779	-6.50091	1.55957	2.45067	1.28393	3.11344	-1.86611	4.49325	0.0859799	0.0473541	0.088895	0.234708	0.135257	0.543355	0.109098	3.65354	5.2201	5.54399	0.184027	0.133294	0.106761	0.444916	0.0526803	0.887474	1.13603	1.73794	2.65481	4.68662	3.50106	1.73757	-4.01336	-5.19122	2.61381	2.45216	-6.50595	1.12492	-2.72991	3.3274	0.83387	-0.238589	0.017075	-1.42864	0.323153	-4.21367	-0.316117	-2.38649	4.42229	-4.32223	-0.690427	-3.11337	-4.78476	2.10897	2.15549	-5.26612	2.14878	-3.33227	4.34116	0.845765	-0.308436	-0.721947	-1.28855	0.540085	-2.58526	-0.00440369	-2.16341	-0.480315	-2.1077	-0.375471	-3.49466	-4.67801	2.22342	2.6978	-5.22986	1.83027	-2.44538	2.49382	1.01464	-0.104006	-1.00103	-1.72266	0.0819743	-3.97925	-0.920129	-2.50238	-1.18463	-2.76344	-0.475395	-3.81029	-4.89695	2.9735	2.28917	-3.57007	0.67098	-1.20082	4.53724	1.16101	-0.154452	-0.363588	-1.82156	-0.138048	-4.43332	-0.312525	1.98925	2.08993	-6.49144	-0.512754	-1.482166e+02	-2.327632e+02	-3.809798e+02
1400	3.22176	2.77012	0.388067	2.31992	0.909553	2.47763	0.0441242	1.36247	0.489264	1.34066	2.98313	0.141946	0.825763	0.621856	0.629464	0.259089	0.597917	0.717129	0.430741	0.448246	0.530596	0.017773	0.419404	-0.952802	0.139082	-0.855041	0.501849	-4.1134	-0.000529016	-3.14484	0.529646	-5.71664	-0.41857	-3.04517	-5.3056	2.02985	2.67252	-5.83837	2.02655	-0.645593	-0.0915991	1.48587	-4.50159	2.57061	0.0639122	0.0866644	0.255585	0.0250508	0.0767125	0.240428	0.176665	7.74294	2.80186	2.60151	1.36589	0.0800268	0.0794153	0.161305	0.0852022	0.0834648	9.03254	9.6894	2.52172	1.44213	3.50425	1.15283	-2.92179	-5.12649	2.63957	2.38958	-5.38654	1.10064	-3.30493	3.50476	0.390562	-1.43652	0.801597	-0.76891	0.726483	-3.82038	-0.349474	2.3229	3.29191	-6.9948	-0.851623	-2.7826	-4.89327	1.74714	2.70848	-5.66002	1.95672	-2.89057	4.58205	0.0183114	-0.969628	0.112972	-0.978484	0.45682	-3.08078	0.179499	-1.2608	-0.392801	-6.52629	-0.369324	-2.80893	-5.42678	1.23676	2.72335	-5.79053	2.4642	-1.76958	0.975114	0.686833	-1.21033	-0.501973	-0.751467	0.413497	-4.46744	-1.08076	-3.05808	-0.857755	-5.68607	-0.845967	-3.07226	-5.51313	2.11028	2.89771	-6.32602	1.07851	-3.53624	2.82939	0.402763	-1.01102	0.661739	-0.85271	0.490796	-3.22067	0.304737	3.09828	3.2616	-6.38057	-1.3122	-1.326557e+02	-2.387920e+02	-3.714477e+02
1500	3.19182	2.73853	0.800642	3.12494	0.575321	0.638937	0.098141	1.23578	0.810113	1.27124	2.99375	0.133361	0.642635	0.743305	0.567667	0.253242	0.750787	0.488179	0.740191	0.407374	0.484294	0.0178139	0.671834	-0.521849	-0.939405	-1.32394	0.375463	-3.43582	-0.579157	2.29283	0.83439	-6.44224	-0.332821	-3.24405	-4.88711	2.35798	2.20462	-5.31641	0.0169482	4.44382	-3.7777	0.497687	-2.41915	2.67469	0.0700585	0.269115	0.255034	0.134907	0.130325	0.0534609	0.073419	7.95902	3.57804	1.7074	0.400928	0.0926999	0.0793109	0.147879	0.106925	0.111126	3.1076	5.56054	1.1021	5.1605	4.16631	1.16917	-3.53843	-4.89306	2.11059	2.44528	-5.48327	1.46743	-3.20658	0.865223	0.8706	-0.107524	-1.26285	-1.53837	0.583674	-3.82696	-0.239213	2.07361	2.84737	-5.42191	-0.575718	-3.6587	-4.9171	2.62363	2.19396	-4.80896	1.94221	-2.63997	4.12684	0.434261	-0.440662	-0.984249	-1.38609	0.118953	-3.48931	-0.426126	-2.06537	-0.142315	-6.18507	-0.68619	-3.35614	-4.96116	2.26771	1.65977	-5.53463	1.41674	-1.98975	2.26529	0.959875	-0.986555	-1.36836	-1.24817	0.602727	-3.63977	-0.746771	-1.85582	-0.61195	-3.96826	-0.579404	-2.71753	-4.30883	2.32061	2.15076	-5.50334	1.84885	-2.15447	1.10554	0.560039	-1.42165	-1.39725	-1.5839	-0.694907	-3.44701	0.172315	3.12529	2.36774	-6.52058	-0.529632	-1.292413e+02	-2.385269e+02	-3.677682e+02
1600	3.20011	0.683905	1.75691	1.26302	0.331535	0.50082	0.0664806	3.25876	1.22018	2.15928	3.05904	0.164281	0.957673	0.687669	0.652076	0.381597	0.57365	0.335496	0.728705	0.430125	0.621424	0.0115029	0.847727	-0.614694	-2.59048	-1.01585	0.576136	-3.05468	-0.791981	1.31954	0.555063	-4.43068	-0.270419	-1.50937	-4.71493	2.48278	2.13658	-4.69316	0.58721	3.56546	1.01334	1.49539	-2.61619	3.71068	0.0931046	0.0372657	0.145284	0.0419655	0.0963046	0.141596	0.0907878	3.32881	2.76045	4.50733	0.932562	0.394046	0.0930499	0.262685	0.270304	0.154976	0.698756	5.18103	1.37178	1.57903	2.206	2.08111	-1.42552	-5.02488	2.49694	2.0435	-4.55785	1.85597	-3.7723	2.38512	1.19591	-0.59915	-2.56153	-0.611256	0.0751308	-2.90042	-0.331264	1.32089	1.42748	-5.17344	-1.16591	-2.42108	-4.60409	2.79683	2.5231	-4.29476	1.12557	-2.12145	4.47485	0.441415	-0.858965	-2.9025	-0.717131	-0.0155633	-3.37877	-0.649355	-0.545137	-0.440064	-3.3604	-0.34415	-1.45662	-5.17429	2.17724	2.36931	-4.39175	0.709303	-2.31878	3.17977	0.382261	-0.997335	-2.40489	-0.90164	0.701004	-3.24249	-0.502652	-0.0086507	-0.2541	-1.63285	-0.311063	-1.66062	-4.5342	2.05484	2.17133	-5.13952	0.743719	-2.6118	4.00051	1.10739	-0.802622	-2.6289	-1.00936	0.776754	-3.39555	-1.01975	3.66479	2.89683	-5.47186	-0.461607	-1.222705e+02	-2.500558e+02	-3.723263e+02
1700	3.0924	2.56564	1.15692	2.65058	0.747767	0.414375	0.0352894	1.28829	0.334042	1.11622	1.52593	0.110541	0.653778	0.63639	0.44146	0.377111	0.592644	0.648136	0.309674	0.47421	0.712588	0.0110215	0.535517	-0.694788	-0.390882	-0.93488	-0.809604	-3.71424	-0.0589587	2.26653	-0.960759	-4.63825	-0.334969	-3.71406	-4.58551	2.04997	2.09316	-5.26547	4.3564	4.00001	-0.620975	3.88755	-1.45419	3.32882	0.0420531	0.138723	0.0443473	0.0966169	0.665243	0.0346332	0.0600489	5.55808	5.01818	3.34198	0.62149	0.813183	0.10992	0.506859	0.148757	0.347285	0.836613	1.16807	7.04027	11.6194	0.87692	1.10839	-4.88319	-4.26463	3.28153	2.36612	-5.24591	1.00613	-3.22467	4.56425	0.67699	-1.65112	0.126208	-1.0598	0.0546351	-3.53384	-0.455725	0.378225	-0.0964378	-6.52643	-0.639567	-3.20986	-4.85836	2.15854	2.10684	-5.07743	2.45882	-1.95887	4.52358	0.58105	-0.855362	-0.261299	-0.813791	-0.649087	-3.39165	-0.345896	-0.422786	-0.469594	-2.2889	-0.531547	-4.06979	-4.57041	1.85276	2.1057	-4.36731	1.68597	-2.44364	2.94997	0.475327	-0.721335	-0.292592	-1.45374	0.60273	-3.51514	-0.67782	1.21392	0.0759064	-1.46246	-0.407264	-3.13197	-4.47433	2.05799	1.81794	-6.14224	2.22757	-1.14721	3.83582	0.58958	-1.15342	-0.915844	-1.07441	-0.811673	-3.55183	0.343778	3.67465	3.09971	-6.86532	-0.489963	-1.501508e+02	-2.257980e+02	-3.759488e+02
1800	3.0618	1.67161	0.614738	1.72902	0.454189	0.532134	0.138758	1.80952	0.804327	0.718562	1.95634	0.0958591	0.679214	0.624755	0.837638	0.232576	0.684232	0.555354	0.768893	0.53333	0.587602	0.0192392	0.662358	-0.350783	-0.0997126	-1.2278	0.129858	-3.6928	-0.560234	1.42874	0.26499	-4.03488	-0.217871	-3.66768	-5.08612	1.45493	2.74197	-4.68055	1.97778	-2.80543	-0.622729	2.01234	-1.87092	3.00686	0.094643	0.153432	0.134509	0.174665	0.144944	0.192709	0.16657	7.76984	2.96325	2.12625	0.413912	0.118818	0.398816	0.0833286	0.115805	0.151878	0.99514	3.44862	0.792494	0.924967	1.01707	2.16896	-3.75633	-4.5492	1.96427	2.52758	-4.56495	1.63127	-3.23706	2.63971	0.80462	-0.695664	0.464126	-1.38049	0.445899	-3.78041	-0.859524	0.102331	-0.0165286	-5.97223	-0.269188	-4.07268	-4.82375	1.64509	2.34366	-4.84511	2.72931	-1.82988	4.17877	0.362362	-0.713485	-0.0496408	-1.55166	0.0775421	-4.10497	-0.344253	-3.28606	-0.412389	-2.49825	-0.213772	-4.02701	-3.88493	1.5676	1.91113	-4.98835	2.5982	-2.35637	2.01034	0.382833	-0.0989473	-0.0344471	-1.06848	0.274214	-3.4101	-0.876504	1.4499	-0.155835	-1.43292	0.0611491	-3.63662	-4.59199	1.7547	3.02287	-5.05073	1.71593	-2.52053	-0.0855978	0.787636	-1.34801	0.1492	-1.59625	0.0324699	-3.29324	-0.45557	2.79251	2.7868	-4.44859	-0.146489	-1.263550e+02	-2.324693e+02	-3.588243e+02
1900	1.94701	2.01412	0.876006	1.68501	0.555488	0.504928	0.0327241	1.2062	0.483268	1.06368	2.65361	0.133234	0.723865	0.80189	0.579269	0.334659	0.581945	0.6236	0.325467	0.372513	0.823167	0.0120837	0.547903	-0.232578	-1.01318	-0.943409	0.686207	-3.76525	-0.261763	2.0596	-0.647315	-4.54706	-0.670545	-3.17491	-4.44903	1.7446	1.38164	-5.96537	-0.886107	3.00715	-4.4475	2.4147	-0.993511	0.85289	0.0326278	2.3872	0.103398	0.0876606	0.0546009	0.187708	0.0516268	5.65028	1.67837	4.86605	0.242006	0.376531	0.0825566	0.16851	0.682344	1.87792	2.80632	2.98427	2.03874	3.61603	0.62912	1.17147	-2.93691	-4.41006	1.77928	1.37933	-7.89397	2.61281	-2.56149	1.6937	0.672527	-1.46131	-0.601144	-0.978207	0.561829	-3.5913	-0.238608	0.154815	-0.151174	-7.10284	-0.893791	-3.30797	-4.37464	1.68441	2.69871	-4.40521	1.75776	-1.71641	3.52188	0.572905	-0.0625101	-1.46602	-0.960137	0.711382	-4.369	-0.0538895	-0.937801	-0.628179	-5.99914	-0.424777	-3.58669	-4.2121	1.86655	1.06084	-8.19152	0.862218	-0.985127	1.96352	0.551798	-0.37963	-0.966267	-1.13524	0.968545	-3.42166	-0.493151	2.10985	-0.50878	-1.3294	0.00124062	-3.58972	-4.29084	1.58582	1.19644	-5.56588	2.00547	-1.03451	1.33687	1.01861	-2.70054	-1.26927	-1.09801	0.438319	-3.51486	-0.0988991	2.55077	1.82999	-6.73582	-0.61519	-1.431028e+02	-2.289132e+02	-3.720160e+02
2000	2.94846	1.52797	0.461979	2.94939	0.850569	0.606759	0.141435	1.25013	0.397683	1.13163	2.26049	0.115336	0.665503	0.588895	0.620887	0.379132	0.62071	0.406524	0.612179	0.503565	0.521751	0.0218034	-0.0263697	-0.937443	-0.249518	-1.57152	1.05421	-3.99231	-0.225822	1.09414	1.58818	-6.00099	-0.665167	-3.70368	-4.52426	1.46803	1.79241	-4.29159	-1.3774	2.23874	2.36904	2.26383	-0.933324	0.953456	0.0948622	0.226099	0.0854597	0.0980781	1.51343	0.0867714	0.238546	2.76605	3.66874	3.69202	0.230307	0.257774	0.13387	0.0599479	0.130556	0.178876	4.44381	2.19726	0.822043	2.71185	3.21278	5.38739	-3.90039	-4.30171	1.61162	1.2835	-4.28033	2.01109	-1.41452	-1.70704	-0.109394	-1.39803	0.0545846	-1.62094	0.877993	-4.0262	0.048165	-0.293849	-0.551715	-6.96946	-0.422071	-2.62072	-4.51329	1.14704	2.29533	-4.20389	3.31927	-1.326	3.1794	0.303114	-0.397481	0.172788	-1.53102	-0.369945	-4.31482	0.00861574	-0.960863	-0.737032	-2.42305	-0.314704	-3.16208	-4.31128	1.41958	1.91554	-4.30897	2.31728	-1.94781	2.12587	0.201423	-0.419375	-0.728796	-1.59508	0.427912	-3.38635	-0.358462	0.793162	-0.942805	-1.237	-0.0842397	-4.25462	-4.34823	1.52211	1.39969	-4.23141	2.29733	0.127161	2.97818	0.172462	-1.69338	0.108886	-1.19191	-0.485623	-4.13172	-0.792728	1.52651	0.875308	-6.82923	-0.537453	-1.419988e+02	-2.307856e+02	-3.727844e+02
2100	3.29766	2.5168	1.1678	1.72251	0.469456	0.754017	0.0174858	1.98582	0.683401	1.40109	2.99963	0.100281	0.576178	0.534144	0.650497	0.348584	0.771024	0.455376	0.365214	0.625257	0.779692	0.010622	0.426724	-0.659139	-1.27515	-1.11772	-0.399725	-3.4917	0.135607	-3.80491	-1.0232	-7.13536	-0.58912	-1.28745	-4.09201	0.873733	1.12789	-4.66378	3.26432	1.15342	3.74191	4.15023	-1.21261	4.47981	0.127888	0.156576	0.0928804	0.0486001	0.363685	0.070019	0.0818766	8.94221	1.10464	1.81703	0.124971	0.139884	0.145015	0.104381	0.561622	0.0938769	3.87995	2.30684	2.70274	3.53516	1.5547	1.90246	-1.7139	-4.62677	0.619623	0.577608	-4.86042	3.57154	-1.46922	3.72582	0.555155	-0.0919868	-2.07658	-1.32624	0.326695	-3.1046	0.21181	-0.304557	-0.502414	-5.3848	-0.579703	-1.24101	-4.35168	0.986717	1.68495	-4.34784	3.58053	-1.19177	3.4263	0.363308	-0.687588	-1.60301	-0.882115	-0.0103038	-4.07008	-0.0355551	-1.5579	-0.876909	-6.742	-0.407186	-1.29077	-4.36192	0.398367	0.277524	-4.63159	3.79279	-0.722454	3.38754	0.46965	-1.23016	-1.24143	-1.12521	0.232287	-3.276	-0.558132	-3.44141	-1.2161	-3.17504	-0.334276	-1.09471	-4.52362	0.719206	0.970218	-4.31093	3.77162	-1.68755	4.11918	0.919938	-0.617385	-1.68148	-0.999432	-1.03764	-3.3011	0.467723	1.26852	0.104513	-6.18998	-0.640635	-1.198276e+02	-2.268294e+02	-3.466570e+02
2200	2.86913	1.85031	1.05272	2.10849	0.670532	0.578937	0.121142	1.65908	0.460691	1.24102	3.2717	0.135464	0.900197	0.624416	0.519871	0.359883	0.571087	0.514793	0.45687	0.511507	0.762695	0.0128334	0.635285	-0.359365	-0.59242	-0.746828	-0.000446479	-3.40966	0.790864	2.75488	-0.124557	-6.54141	0.148801	-1.27985	-4.22055	0.216233	1.23172	-4.38922	-4.02308	1.19835	-0.0192243	3.85151	-2.9173	2.93296	0.143648	1.48744	0.191199	0.170377	0.123759	0.0825167	0.377637	12.218	2.02621	4.2754	0.362208	0.0435105	0.0982489	0.118756	0.535279	0.367425	12.471	3.05344	12.5421	1.33662	2.0366	6.57372	-1.21015	-4.19914	0.534077	1.23797	-4.64686	3.5472	-1.95076	1.31033	0.846494	-2.39885	-0.780686	0.0534015	0.170105	-3.32994	0.286855	0.261399	-0.465224	-7.09783	-0.525967	-1.22525	-4.35191	0.238036	1.81491	-4.87839	4.16434	-1.0857	3.65291	0.55858	0.977654	-0.604071	-0.713146	-0.236593	-3.31936	0.930367	-1.8352	-1.01294	-6.84689	-0.203509	-1.44091	-4.29746	0.560059	0.942349	-3.90282	3.91141	-0.973335	2.89645	1.03317	-0.145499	-0.560397	-1.56468	0.114381	-3.61535	-0.353193	-3.33161	-1.25819	-3.38008	-0.310494	-1.30475	-4.37004	0.728758	-0.322763	-4.44909	2.84284	0.250062	2.13812	0.728492	-3.39337	-0.889231	-0.68829	-0.148022	-3.47349	1.11022	1.91774	0.638233	-4.80215	-0.655483	-1.555427e+02	-2.271130e+02	-3.826557e+02
2300	2.18214	2.00796	1.09576	1.91618	0.488332	0.69912	0.0202712	1.41534	0.593718	0.836278	2.98237	0.146652	0.694764	0.629344	0.512447	0.63159	0.646656	0.937326	0.546357	0.659459	0.580269	0.0101618	0.748866	-0.919404	-1.33893	-1.40167	-0.0394735	-3.18864	-0.0176165	0.0624649	0.243312	-6.3351	-0.413728	0.061229	-4.43859	0.910471	0.662196	-3.92593	-0.506368	0.209968	4.22972	3.10533	-0.557297	2.8937	0.0327148	0.113634	0.0835857	0.382538	0.048384	0.0375105	0.137227	2.48757	2.13726	1.09009	0.281461	0.267171	0.045944	0.0573299	0.113121	0.206218	2.40728	3.00392	1.57216	2.99719	1.48788	2.1436	0.788952	-4.56201	0.847527	0.691246	-4.19212	3.81957	-1.84922	2.21302	0.879517	-1.09076	-1.69397	-1.08923	-0.145065	-3.17239	0.169656	-0.2453	-0.520015	-6.39247	-0.7103	-0.907887	-4.17875	0.775636	0.167759	-3.74264	4.03471	-0.260358	2.9291	0.718459	-1.15428	-1.50514	-1.90316	0.079877	-3.56327	0.39311	-3.06661	-0.919941	-5.39409	-0.247804	0.156874	-4.55104	1.14603	1.24415	-3.80967	2.76726	-1.38047	1.35574	0.81255	-1.2621	-1.49262	-0.870349	-0.132121	-2.86149	-0.564602	-2.29511	-1.43311	-6.06486	-0.409267	0.183164	-4.23604	0.910481	0.989266	-4.56294	3.05677	-1.88365	0.258285	0.954712	-1.33303	-1.11609	-0.904801	-0.417967	-3.26125	-0.337693	1.7223	0.492367	-5.61116	-0.811421	-1.107766e+02	-2.308160e+02	-3.415926e+02
