iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
1000	2.90692	2.4763	0.426457	2.38125	0.562525	0.589916	0.0916297	2.49892	0.884647	2.24198	1.61703	0.628475	1.20618	0.683997	0.840519	0.553932	0.837597	0.0103026	0.147394	0.174327	0.577749	0.357904	-0.0654855	-0.0145288	-0.388999	-0.584561	0.623736	1.10577	-3.75925	2.65249	1.76247	3.58245	-0.483971	0.636629	-1.81567	-0.760074	-3.32163	-1.2341	0.634661	-0.720018	4.60203	-0.615195	-1.53604	-4.16556	0.129822	0.185951	0.573668	0.0411627	0.0613101	0.184562	0.148392	0.0952168	0.0516195	0.115885	0.275272	0.141065	0.0489108	0.458553	0.0715233	0.273796	0.107265	0.0523436	0.0498445	0.16559	0.10035	5.11479	-0.679386	-1.13217	-4.28057	-0.181034	0.462801	-1.14623	-0.429081	0.758965	2.06408	-3.48513	2.52006	1.9091	3.9244	-0.286387	0.497382	-1.6741	0.21695	-3.12673	-1.25353	0.39793	-0.661211	4.55933	-0.445581	-1.60312	-0.5663	-0.224155	0.35703	-0.813729	-0.664244	0.795738	0.830389	-3.1505	2.32422	2.19811	3.16462	-0.554676	1.01915	-1.61463	-1.6683	-3.75287	-1.03236	0.788889	-1.29326	4.49224	-0.719581	-1.07665	-2.65507	-0.551095	1.0605	-1.21936	-0.376035	0.928667	0.222627	-3.70837	2.75972	1.8548	3.89603	-0.277529	0.283693	-1.86559	-0.696628	-3.43637	-1.2867	1.11393	-0.701746	4.57049	-0.411152	-1.37289	-2.2149	-0.115377	0.352783	-1.79871	-0.546287	0.0310105	1.69122	-3.34683	2.47943	1.81125	3.65605	0.336487	0.70403	-1.66931	0.311176	-2.9415	-0.927842	0.0494955	-0.810265	4.00245	-7.641851e+01	-2.682538e+02	-3.446723e+02
1100	2.53628	1.69699	0.255037	0.614195	0.615318	0.730876	0.159853	1.18195	0.609393	2.80025	3.10574	0.489036	1.04691	0.436055	0.607618	0.590474	1.02689	0.0100796	0.276733	0.279644	0.866811	0.187357	-0.662057	-0.0116219	-0.9083	-0.247058	0.594214	1.97166	-3.45798	2.20741	2.03161	2.22427	-1.51668	0.569592	-1.13422	0.229364	-4.57699	-1.38101	0.976016	-1.25504	4.30674	-0.0397901	-1.22553	-4.52938	0.115604	0.167888	0.0562326	0.067889	0.158165	0.101856	0.0972671	0.422368	0.19091	0.055779	0.0708314	0.0471613	0.417732	0.611486	0.04036	0.186822	0.0434053	0.225159	0.0967219	0.142967	0.0798467	11.5398	-0.588164	-1.71028	2.52347	-0.877097	0.251262	-1.0744	-0.0655831	0.629691	2.2487	-3.56525	2.80608	2.62492	2.30284	-1.62004	0.683316	-0.289846	0.351083	-4.52924	-1.44944	0.639672	-1.83151	4.58621	-0.215791	-1.25471	-3.50733	-1.01721	0.813702	-0.832747	-0.33995	0.932726	1.27009	-3.42107	1.75118	2.56727	2.54628	-1.59865	0.772682	-1.1647	-1.79	-4.49295	-0.905274	1.14768	-1.68601	4.16083	-0.0136671	-1.26931	-0.842686	-0.560006	0.255601	-1.08264	-0.370716	1.13886	1.71842	-3.2584	2.55466	1.95681	2.65361	-1.09074	0.577705	-1.28481	-0.537827	-4.39399	-1.68511	0.95016	-1.34039	4.33642	-0.235022	-1.27706	-3.9804	-0.449216	0.194942	-0.801783	-0.460486	0.387379	1.65147	-3.37515	2.36719	1.34483	2.056	-1.0776	0.678207	-0.448003	0.338217	-4.58197	-1.3548	0.920352	-1.15436	4.20902	-6.709653e+01	-2.683397e+02	-3.354362e+02
1200	2.85231	1.88264	0.324298	1.20674	0.500956	0.653766	0.280442	1.59985	0.808794	2.85594	2.6994	0.489743	1.02994	0.586638	0.522693	0.59431	0.793236	0.0105124	0.311402	0.480308	0.89762	0.778324	-0.805378	0.108345	-0.894284	-0.377991	0.603074	2.13848	-1.5359	2.72453	2.0619	2.92456	-1.44452	0.435737	-0.392092	0.0665521	-3.94177	-1.20568	0.783864	-2.3462	4.24497	-0.34623	-2.07967	4.10255	0.0760337	0.0881065	0.632561	0.0347718	0.0741954	0.115685	0.0734585	0.110261	0.0608432	0.255634	0.0781762	0.0801725	0.337112	0.546308	0.0725423	0.0694365	0.100442	0.073716	0.172048	0.0390855	0.200761	2.16348	-0.273934	-1.70324	2.80605	-0.707361	0.451043	-1.3495	-0.306181	0.692997	2.75183	-1.89059	2.87845	2.19765	2.71968	-1.58355	0.0600389	0.101351	0.0645076	-3.84151	-1.33244	0.396507	-2.1278	4.48837	-0.4625	-1.99389	4.0822	-0.49845	0.596971	-0.747307	-0.553216	0.823282	1.5996	-1.22725	2.11374	2.06609	3.256	-1.28276	1.00134	-0.538171	-1.68697	-4.16261	-0.860107	0.884685	-2.3877	4.33968	-0.406726	-1.62183	4.1669	-0.72425	0.617311	-2.46295	-0.346247	1.07541	1.95421	-1.59033	2.85361	2.35424	2.76374	-1.03396	0.582504	-0.399073	-0.640812	-4.3979	-1.57847	0.760599	-2.07108	3.80621	-0.287283	-1.58628	3.98703	-0.803112	0.471228	-1.84951	-0.481948	0.394545	2.23178	-1.80218	2.95326	1.85701	2.46637	-0.869487	0.385754	0.588655	0.34354	-4.35439	-1.17575	0.530366	-2.36053	4.41527	-6.957428e+01	-2.722861e+02	-3.418604e+02
1300	3.21905	2.10511	0.46111	0.894575	0.413757	2.18021	0.252727	1.71817	0.377609	2.35904	3.07354	0.884096	1.07148	0.645694	0.950644	0.434434	0.844173	0.0105124	0.182983	0.533074	0.800096	0.446176	-0.467278	0.836518	-0.217753	0.133887	0.135211	1.8762	-0.653484	2.50541	2.50301	4.45003	-1.87099	-0.176824	-0.315702	-1.20102	-4.04724	-0.865968	1.09037	-1.84092	3.78423	0.258269	-3.33054	-1.6687	0.100087	0.035835	0.0787962	0.175324	0.0386895	0.169246	0.0919573	1.53334	0.143302	0.22963	0.103349	0.0436844	0.028113	0.674907	0.120969	0.104744	0.242166	0.102055	0.139702	0.144241	1.46406	2.15041	-0.346856	-3.27825	-2.35969	-0.77084	1.02487	0.209118	-0.149493	0.0281091	2.55926	-1.05915	2.24395	2.71817	4.09392	-1.75401	-0.295713	-0.407871	0.104908	-3.95675	-1.17196	1.46235	-1.86016	4.21562	0.355785	-5.58145	-2.53344	-0.513731	0.848331	0.00983826	-0.00460404	0.00812355	1.69265	-0.575263	2.56933	3.05598	4.46208	-1.79451	-0.142306	-0.301354	-2.11959	-4.22792	-0.97649	0.754857	-1.82055	3.59472	0.199111	-4.28809	-0.472594	-0.265289	0.772237	0.126581	-0.0805971	0.195398	0.873812	-0.714593	3.58621	2.44869	4.25357	-1.62435	-0.12522	-0.519301	-0.834415	-3.57075	-1.07921	1.19672	-1.68693	3.17407	-0.0825019	-2.87755	-1.7169	-0.648143	0.657239	-0.19706	-0.0932581	-0.320278	1.89343	-1.245	3.57549	2.16699	4.49557	-1.42665	-0.439527	-0.112483	0.402989	-4.01253	-0.590015	1.29977	-1.55881	4.08191	-8.081944e+01	-2.875034e+02	-3.683228e+02
1400	3.15006	1.1046	0.88883	1.12359	0.585442	0.502566	0.172361	1.73616	0.714238	2.71967	2.73012	0.595418	1.12758	0.5783	0.70428	0.48218	0.949745	0.0104725	0.455803	0.263395	0.513217	0.27219	-0.876699	0.250107	-0.734541	-0.130834	-0.193773	0.885915	-0.656717	2.95604	2.56381	4.14617	-0.85214	-0.164683	0.231464	-0.267933	-3.25355	-0.527769	0.859083	-1.2111	3.81325	-0.260426	-3.97474	-2.82442	0.146395	0.0317994	0.078292	0.0312999	0.0901051	0.536017	0.07153	0.104627	0.166939	0.0474977	0.0899212	0.0488188	0.064367	0.255356	0.0363813	0.0758112	0.143187	0.243999	0.123302	0.262686	0.311444	2.50399	-0.328529	-5.57711	-2.15958	-0.794281	-0.0163616	-0.876322	-0.0996005	0.246921	2.64926	-1.02294	2.61347	2.71185	3.79781	-1.24052	-0.355017	0.115614	0.175104	-3.27838	-0.79997	0.491656	-1.50838	3.62875	-0.0901177	-2.51099	-0.496174	-1.07768	0.338373	-0.936409	-0.198714	-0.0523868	-0.0823002	-0.463863	2.68901	2.95137	4.03359	-1.18375	0.262868	0.164945	-1.66448	-3.35995	-0.469838	1.02739	-0.901419	4.3056	-0.811838	-4.55546	-2.94716	-0.632721	0.382912	-0.327904	0.0623415	-0.495997	1.09481	-0.426708	2.42742	2.73405	4.27489	-0.531984	0.0716973	0.26914	-0.709463	-3.32588	-0.975601	0.662059	-0.467375	3.55951	-0.0434006	-3.51549	-2.62496	-0.742318	0.322546	-1.40393	0.349408	-0.191043	1.85306	-1.13443	2.85941	1.8115	4.11412	-1.02352	0.13153	0.189363	0.432169	-2.78262	-0.441376	1.25986	-0.663826	4.0016	-7.787814e+01	-2.715468e+02	-3.494249e+02
1500	2.97008	2.40262	1.25514	1.94736	0.412113	1.66965	0.238726	1.0743	0.814016	1.7588	3.13334	0.469043	1.1637	0.336876	0.499142	0.441796	0.77614	0.0111629	0.484454	0.32391	0.600751	0.212842	-0.209917	0.302865	-0.193978	0.518698	0.241262	2.44299	-1.7364	2.48307	2.47463	2.6551	-0.400839	0.624296	-0.0506993	-0.174201	-2.73668	-1.90595	0.0678775	-1.65594	4.53779	0.423783	-3.49155	-0.115823	0.0966638	0.0299196	0.104572	0.310423	0.0934425	0.344777	0.131075	0.149671	0.129538	0.0673427	0.091532	0.097378	0.208494	1.03442	0.447438	0.0483223	0.0627848	0.155928	0.0554128	0.297416	0.162751	2.6929	0.183513	-4.34418	1.11632	-0.319847	0.62635	-0.583564	0.93146	0.528386	4.02064	-2.02872	2.52704	2.40123	2.20706	-0.0936587	0.38761	-0.24369	0.330397	-3.23178	-2.02859	-0.186391	-1.97832	4.39983	1.3607	-3.95508	2.33934	-0.208869	0.247125	-0.457868	0.201347	0.649289	1.89089	-2.10041	1.9225	2.88127	2.79646	-0.685067	0.0304253	-0.0815936	-1.49944	-3.09086	-1.75726	0.299855	-1.97659	4.53936	-0.0273373	-3.72198	1.15195	-0.615019	0.0474604	-0.173745	0.49559	0.12163	0.829095	-1.93487	2.67391	2.38703	2.75006	-0.268889	0.645633	0.246725	-0.639026	-3.22405	-2.06338	0.0665168	-1.30475	4.46667	0.0798445	-3.65043	1.43702	-0.342946	0.325947	-0.553567	0.0550814	0.282487	2.07003	-2.05034	3.13097	2.28489	2.70601	-0.979429	0.809291	0.0783302	0.511579	-2.8393	-1.81292	0.0681652	-2.00853	4.52911	-7.658664e+01	-2.716381e+02	-3.482247e+02
1600	2.84044	1.93057	0.607225	1.20452	0.262094	1.67113	0.134456	3.04825	0.592075	3.12682	3.11063	0.345252	1.03867	0.84426	0.797525	0.471246	0.765031	0.0158686	0.225816	0.278692	0.876515	0.583456	0.139063	-0.0169703	-0.35455	0.522733	0.473336	1.6493	-1.39212	2.54978	2.3028	4.05162	-0.134238	-0.299115	-0.640748	-0.250601	-4.17566	-1.35102	0.102246	-1.00718	4.08031	0.209939	-4.23388	3.45701	0.0745368	0.0455235	0.0347529	0.0607033	0.114388	0.106787	0.313873	0.130959	0.0336466	0.326966	0.0615458	0.0949336	0.196612	0.304853	0.0207929	0.0860931	0.100602	0.0994861	0.0700725	0.568127	0.103101	2.35365	-0.161221	-4.51623	3.86982	-0.138811	0.145977	-0.521183	0.688179	0.726906	2.19426	-1.91877	2.70522	2.27096	3.39857	-0.0621071	-0.617928	-1.48264	0.21608	-4.29938	-0.967027	0.526476	-1.10882	4.28463	0.492921	-4.25435	2.65694	0.078012	0.0157872	-0.451264	1.0239	0.528579	1.57862	-0.648203	2.00874	2.04968	3.52122	-0.591281	0.170985	-0.655615	-1.8127	-4.20655	-1.24312	0.503265	-1.48308	4.17476	0.331778	-4.85293	4.41107	-0.383074	0.167876	-0.73101	0.414913	0.278509	0.731848	-1.71926	2.3499	2.37843	3.44216	0.0590835	-0.386798	0.0542831	-0.784717	-4.23035	-1.72961	-0.203092	-0.567165	3.8683	0.468359	-4.34255	3.70809	-0.734202	0.0803041	-0.778595	0.564424	0.367238	1.51706	-2.01913	2.52153	2.20588	3.59366	-0.168891	-0.465151	-0.859432	0.244815	-4.23539	-0.925545	-0.163303	-1.00166	3.72959	-7.186881e+01	-2.810801e+02	-3.529489e+02
1700	2.57272	2.64562	0.431957	0.649205	0.68124	0.983348	0.147289	1.00442	0.607366	2.146	2.7697	0.520436	1.14157	0.529834	0.577496	0.552869	0.721327	0.0114294	0.193815	0.315968	0.669755	0.261482	-0.406043	0.888176	-0.59334	-0.301172	-0.0228386	2.39936	-0.726186	2.2666	2.26654	2.14659	-1.35461	-0.445073	0.175493	-0.457803	-3.87921	-0.737392	0.869931	-1.04298	3.82218	0.322898	-4.434	-1.19755	0.0832929	0.272648	0.0428924	0.100149	0.228976	0.591331	0.0317732	0.106632	0.0670632	0.0948598	0.103257	0.0623773	0.0438409	0.312262	0.0694322	0.107696	0.203935	0.0850513	0.0910482	0.163519	0.298485	4.32455	-0.317674	-4.53232	3.07581	-0.497427	0.998181	-0.525922	-0.0260217	0.012841	2.72816	-0.963233	2.71208	2.23789	2.15233	-0.979694	-0.613522	0.134245	0.141194	-3.85106	-0.752554	0.910842	-1.11615	3.77293	0.864296	-4.49515	-1.53992	-0.200537	0.903479	-0.395799	-0.0181981	-0.261117	1.46369	-0.671452	1.97121	2.71904	2.37557	-1.23324	-0.541163	0.241387	-1.77674	-3.85034	-0.705662	0.97301	-1.39822	3.92857	-0.56575	-4.53653	-1.5805	-0.855836	1.12759	-0.762865	-0.349722	0.66043	2.75612	-0.612183	2.37139	2.30271	1.92721	-1.24279	-0.645035	0.408416	-0.777641	-3.96553	-0.765173	0.894379	-0.7479	3.71515	0.44984	-3.9008	-3.53477	-0.382456	0.220657	-0.563061	-0.269176	-0.22347	2.73622	-0.831429	2.6803	2.06758	1.99316	-1.84628	-0.395626	-0.142046	0.252677	-3.53008	-1.41585	1.63611	-1.19306	3.47735	-6.265400e+01	-2.719593e+02	-3.346133e+02
1800	3.22761	1.98777	0.360942	0.649226	0.342796	1.58045	0.408467	1.4173	0.54172	2.77647	1.92328	0.385527	1.11261	0.537004	1.05044	0.462009	0.842389	0.0104524	0.704305	0.308676	0.424389	0.444669	-0.820585	0.375676	-1.06836	-0.338531	-0.189178	1.15394	-0.710554	2.67354	2.27632	2.62285	-2.40641	-0.558228	-1.05347	-0.377301	-4.53875	-1.12728	-0.226489	-1.43466	4.1725	0.686621	-4.34329	-4.33199	0.0974167	2.49059	0.16542	0.0545132	0.0306202	0.0678856	0.0791189	0.226419	0.0966227	0.352568	0.0830088	0.124313	0.0827406	0.382553	0.074539	0.114973	0.266015	0.0980304	0.0761678	0.176363	1.3004	1.28527	0.484637	-5.17206	-4.32825	-0.881915	0.222172	-1.71862	-0.61001	-0.114347	1.36075	-0.685204	3.05126	2.45994	3.1383	-2.30617	-0.296599	-1.33203	0.128853	-4.5674	-1.41881	0.0767756	-1.49383	4.44273	1.40247	-5.82536	-4.02461	-0.916268	0.728827	-1.40654	0.220107	0.164079	0.849008	-0.530918	2.10713	2.60614	3.2272	-2.36753	-0.464663	-1.23461	-1.83726	-4.4644	-1.3023	-0.361914	-1.61518	4.47728	1.04643	-4.81567	-4.4971	-0.963544	0.567972	-0.842797	-0.362594	-0.215646	0.988456	-0.451189	2.3296	 2.13	2.07696	-2.94148	-0.648097	-1.64334	-0.698318	-4.36952	-1.48784	-0.0492985	-1.37695	3.83929	1.2459	-1.72696	-4.14776	-1.07475	0.270691	-1.73804	-0.194039	-0.0969542	1.45492	-1.11249	3.02353	1.62856	2.6371	-2.42322	-0.368508	-0.811887	0.504734	-4.41462	-1.22631	0.339706	-1.5928	4.35483	-8.375152e+01	-2.777932e+02	-3.615448e+02
1900	3.0471	2.44089	0.590535	1.07322	0.466174	1.10971	0.157569	1.86224	0.752344	2.60292	1.19256	0.636815	0.977176	0.642043	0.6221	0.680672	0.826014	0.0115397	0.586008	0.225785	0.750707	0.476334	-0.953553	0.257373	-0.652584	0.016598	-0.0689284	3.83284	-1.10489	2.42364	2.30789	3.08846	-3.74721	-0.528095	-0.754965	-0.842934	-2.51879	-0.67178	-0.367615	-1.21483	4.5821	-0.268177	-6.48277	-3.65585	0.0776388	0.149613	1.76297	0.247717	0.0598468	1.69285	0.0286616	0.298832	0.0484216	0.0878122	0.098896	0.119635	0.0665672	0.642812	0.269225	0.0613688	0.0745517	0.0989949	0.254203	0.251051	0.354694	6.58027	-0.308418	-6.40582	-1.71558	-0.661476	0.68539	-1.2273	0.278502	-0.337901	3.35272	-0.690069	3.45245	2.09375	3.09917	-3.59379	-0.81503	-1.03093	0.12292	-2.40852	-0.350615	-0.0367507	-1.00869	4.38612	0.420179	-6.67909	4.31327	-0.847792	0.824421	-0.783646	0.072174	0.133262	1.52059	-1.00538	1.50266	2.27739	2.99352	-3.36079	-0.255392	-0.943608	-1.91957	-1.39886	-0.865705	-0.588409	-1.46924	4.06739	-0.261753	-6.76757	-1.74972	-0.673755	-0.0160136	0.911943	0.539479	-0.264452	1.47711	-0.725624	2.55527	1.94515	3.23051	-3.9206	-0.343018	-0.833885	-0.723734	-1.86826	-1.09116	-0.0269022	-0.614611	4.17219	0.179593	-6.41351	-2.70602	-0.831125	0.752927	-3.083	-0.476554	-0.150624	2.64752	-1.58134	2.49668	2.30396	3.5098	-4.19118	-0.767213	-0.916224	0.278299	-2.00036	-0.359784	-0.102298	-1.40336	4.53285	-1.140960e+02	-2.693275e+02	-3.834235e+02
2000	3.15245	2.95447	0.707791	0.376272	0.957442	1.98531	0.171994	1.60563	0.356096	2.14023	1.37436	0.405242	1.05031	0.638109	0.608508	0.409305	0.900466	0.0130127	0.256351	0.38844	0.687001	0.471001	-0.363108	0.829983	-0.133333	-0.0976822	0.124238	2.44189	-0.588249	3.33261	2.72543	3.12116	-2.21851	-0.224127	0.339268	-0.621763	-3.10145	-1.0081	0.920997	-0.789392	4.43623	0.567926	-4.68946	1.23444	0.109911	0.0353433	2.15261	0.113094	0.0356859	0.787323	0.0428845	0.139564	0.288363	0.106392	0.125894	0.220966	0.188528	1.04985	0.0472495	0.0810007	0.822782	0.0656566	0.0430703	0.171806	0.550649	1.33459	0.0152529	-4.00564	2.90749	-0.537132	0.794199	-1.91641	-0.483624	0.0984357	2.66659	-0.777903	2.98315	2.41818	3.42138	-2.08214	-0.608933	0.871492	0.102668	-2.8915	-1.3002	-0.123456	-0.932408	4.2879	0.462543	-4.37472	2.18168	-0.739808	1.03806	-0.607117	0.0741091	-0.0408324	0.0944478	-0.669138	2.92566	2.89856	3.08955	-1.78271	0.188027	-0.584079	-2.00475	-3.04714	-0.749277	1.03269	-1.10838	4.39303	0.121864	-5.73602	0.291381	-0.944408	0.75606	-0.699019	-0.422368	0.662367	2.46206	-0.56167	2.70851	1.91963	2.58549	-2.15432	-0.851353	0.249003	-0.731987	-3.03976	-0.95434	1.7988	-0.640702	4.42263	0.82692	-4.26412	1.21595	-0.485427	0.810213	-2.79454	-0.494798	0.200302	3.30858	-0.937076	3.12804	1.42773	3.18906	-1.90326	-0.615295	0.826803	0.240169	-3.12551	-0.720238	1.02476	-0.415622	4.3494	-1.029611e+02	-2.754096e+02	-3.783707e+02
2100	2.73681	1.82936	0.331051	0.997048	0.870843	1.8712	0.132962	1.46632	0.775004	1.68337	2.66092	0.631414	1.08177	0.678966	0.736017	0.507571	0.847643	0.0122444	0.2948	0.192575	0.804453	0.39302	0.173859	0.780331	-0.217564	-0.260047	-0.339341	1.5657	-1.18197	1.97313	1.62026	2.35066	-2.67212	-0.164117	-0.299495	-1.00327	-1.33225	-0.901465	0.321234	-0.67842	3.93361	-0.129906	-4.46409	-2.33257	0.0459661	0.073543	0.895739	0.0461669	0.410989	0.163958	0.0537964	0.156796	0.0863085	0.0557376	0.805732	0.0653482	0.0901324	0.790715	0.0412858	0.0678124	0.102298	0.156311	0.248447	0.211352	0.138864	1.45962	-0.0774077	-4.19846	-2.7882	0.0387109	1.08894	-1.3501	-0.688598	-0.196699	2.07045	-1.26818	2.19834	1.43061	2.05088	-2.16355	-0.659731	-0.498886	0.0603364	-1.61711	-0.712981	1.11749	-0.687317	4.49361	0.227976	-4.88097	-2.83492	0.254901	1.03064	-0.933794	0.125546	0.447537	1.97558	-1.05009	1.39127	1.92599	2.25714	-1.34244	0.0807694	-0.573257	-1.7231	-1.39243	-0.699422	0.419633	-1.15251	4.48922	-0.825903	-3.6412	-1.9908	-0.235388	1.1734	1.52272	0.165141	-0.743577	0.938517	-0.86577	2.31889	1.8947	2.35963	-0.3705	-0.338939	-0.527602	-0.768795	-0.936418	-0.996102	0.399056	-0.743129	3.61932	0.483368	-4.07637	-3.73129	0.0657829	0.805133	-2.54152	-0.0584132	-0.100731	1.73352	-1.34737	3.00646	1.59366	2.13006	-3.07477	-0.163285	-0.343011	0.337559	-0.954617	-0.97444	0.526662	-1.02826	4.58258	-9.820881e+01	-2.652521e+02	-3.634609e+02
2200	3.13994	1.91362	1.52511	1.16959	0.518829	0.81234	0.0960861	2.90364	1.03559	2.16771	2.60755	0.856048	1.29783	0.537687	0.676241	0.56949	0.764308	0.0114742	0.121371	0.363296	0.632248	0.316533	-0.358119	0.276361	-0.185333	0.211479	0.146099	2.12184	-1.27158	2.67346	2.56163	2.34806	-3.72689	-0.331398	0.184866	-0.276444	-2.0175	-1.15608	0.843671	-0.858416	4.56828	0.0610005	-4.39744	-0.875501	0.110243	0.0581314	0.075396	0.0683966	0.0751671	0.114469	0.171047	0.921563	0.0252242	0.118123	0.0699394	0.10701	0.127033	0.508466	0.0712345	0.0626237	0.0339145	0.199939	0.0725408	0.225402	0.185966	1.37951	-0.139261	-4.61105	-0.636452	-0.755894	0.225784	-0.661507	-0.0420131	0.579319	2.55923	-1.35583	2.7033	2.63391	2.43136	-3.74922	-0.404973	0.546601	0.208527	-1.91378	-0.951924	0.759946	-1.35558	4.29649	0.255569	-4.25892	-1.39763	-0.343949	0.0233145	-0.573311	0.318259	0.587767	1.64501	-0.933778	1.99072	2.51369	3.18312	-3.49227	0.213763	0.419551	-1.73686	-2.13722	-0.671783	0.634062	-0.910654	4.57585	-0.131368	-4.17361	-1.63441	-0.0331253	0.551538	-0.127154	0.377489	-0.279933	1.76122	-0.260805	2.91599	2.75898	2.1036	-3.29467	-0.103228	0.0156271	-0.774295	-1.86677	-1.28807	0.861304	-0.571703	4.46264	0.947505	-3.74769	-0.337975	-0.70082	0.00168489	-0.547015	-0.676646	0.105184	2.10403	-1.85054	3.49938	2.35884	2.15319	-4.10589	-0.208251	0.138629	0.402562	-1.93313	-0.955759	0.937137	-1.63672	4.1954	-6.870149e+01	-2.709097e+02	-3.396112e+02
